USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23452 13800 ?        Ss   14:32   0:01 /sbin/init splash
root       46256  0.0  0.0      0     0 ?        I    16:50   0:00 [kworker/6:2-mm_percpu_wq]
root       46352  0.0  0.0      0     0 ?        D    16:50   0:00 [kworker/u65:2+events_unbound]
dam        49805  0.0  0.1 1100032 64100 pts/1   Sl+  16:53   0:00 npm exec expo start
dam        49816  0.0  0.0   2804  1536 pts/1    S+   16:53   0:00 sh -c expo start
dam        49817  0.6  0.6 22353180 217216 pts/1 Sl+  16:53   0:08 node /home/dam/dam/repositories/pgl-calc/calc/node_modules/.bin/expo start
dam        49949  0.0  0.1 726512 39808 pts/1    Sl+  16:53   0:00 /home/dam/.nvm/versions/node/v20.11.1/bin/node /home/dam/dam/repositories/pgl-calc/calc/node_modules/jest-worker/build/workers/processChild.js
dam        49955  0.0  0.1 726512 39808 pts/1    Sl+  16:53   0:00 /home/dam/.nvm/versions/node/v20.11.1/bin/node /home/dam/dam/repositories/pgl-calc/calc/node_modules/jest-worker/build/workers/processChild.js
dam        49962  0.0  0.1 726512 39936 pts/1    Sl+  16:53   0:00 /home/dam/.nvm/versions/node/v20.11.1/bin/node /home/dam/dam/repositories/pgl-calc/calc/node_modules/jest-worker/build/workers/processChild.js
dam        49968  0.0  0.1 726512 39808 pts/1    Sl+  16:53   0:00 /home/dam/.nvm/versions/node/v20.11.1/bin/node /home/dam/dam/repositories/pgl-calc/calc/node_modules/jest-worker/build/workers/processChild.js
dam        49976  0.0  0.1 726512 39808 pts/1    Sl+  16:53   0:00 /home/dam/.nvm/versions/node/v20.11.1/bin/node /home/dam/dam/repositories/pgl-calc/calc/node_modules/jest-worker/build/workers/processChild.js
dam        49983  0.0  0.1 726512 39808 pts/1    Sl+  16:53   0:00 /home/dam/.nvm/versions/node/v20.11.1/bin/node /home/dam/dam/repositories/pgl-calc/calc/node_modules/jest-worker/build/workers/processChild.js
dam        49990  0.0  0.1 726512 39808 pts/1    Sl+  16:53   0:00 /home/dam/.nvm/versions/node/v20.11.1/bin/node /home/dam/dam/repositories/pgl-calc/calc/node_modules/jest-worker/build/workers/processChild.js
dam        49996  0.0  0.1 726512 39936 pts/1    Sl+  16:53   0:00 /home/dam/.nvm/versions/node/v20.11.1/bin/node /home/dam/dam/repositories/pgl-calc/calc/node_modules/jest-worker/build/workers/processChild.js
dam        50090  0.0  0.0 487160  6528 ?        Ssl  16:53   0:00 adb -L tcp:5037 fork-server server --reply-fd 4
root       50742  0.0  0.0      0     0 ?        I    16:53   0:00 [kworker/1:7-mm_percpu_wq]
root       50758  0.0  0.0      0     0 ?        I    16:53   0:00 [kworker/8:3-mm_percpu_wq]
root       50766  0.0  0.0      0     0 ?        I    16:53   0:00 [kworker/7:7-mm_percpu_wq]
root       50767  0.0  0.0      0     0 ?        I    16:53   0:00 [kworker/7:8-events]
root       50805  0.0  0.0      0     0 ?        I    16:53   0:00 [kworker/4:1-rcu_gp]
root       50862  0.0  0.0      0     0 ?        I<   16:53   0:00 [kworker/u69:7-ttm]
root       50863  0.0  0.0      0     0 ?        I<   16:53   0:00 [kworker/u69:8-ttm]
root       53010  0.0  0.0      0     0 ?        I    16:55   0:00 [kworker/u64:3-gfx_low]
root       55838  0.0  0.0      0     0 ?        I    16:59   0:00 [kworker/u65:0-events_unbound]
root       57858  0.0  0.0      0     0 ?        I    17:01   0:00 [kworker/u64:1-comp_1.1.1]
root       58053  0.0  0.0      0     0 ?        I    17:01   0:00 [kworker/u66:2-events_power_efficient]
root       60515  0.0  0.0      0     0 ?        I    17:03   0:00 [kworker/5:2-rcu_par_gp]
root       62732  0.0  0.0      0     0 ?        I    17:05   0:00 [kworker/1:1-rcu_par_gp]
root       65564  0.0  0.0      0     0 ?        I    17:08   0:00 [kworker/u64:0-sdma0]
root       66195  0.0  0.0      0     0 ?        I    17:09   0:00 [kworker/5:0-mm_percpu_wq]
root       67621  0.0  0.0      0     0 ?        I    17:10   0:00 [kworker/u66:0-events_unbound]
root       69117  0.0  0.0      0     0 ?        I    17:12   0:00 [kworker/u64:2-gfx_low]
dam        72265  125  0.7 12608936 236748 pts/0 Sl+  17:15   0:08 /usr/bin/java -Djansi.mode=force -classpath /usr/share/maven/boot/plexus-classworlds-2.x.jar -Dclassworlds.conf=/usr/share/maven/bin/m2.conf -Dmaven.home=/usr/share/maven -Dlibrary.jansi.path=/usr/share/maven/lib/jansi-native -Dmaven.multiModuleProjectDirectory=/home/dam/dam/repositories/servicios-y-procesos/structure/procesos-servicios-consola org.codehaus.plexus.classworlds.launcher.Launcher spring-boot:run
dam        72366 30.3  0.3 11746328 102560 pts/0 Sl+  17:15   0:01 /usr/lib/jvm/java-17-openjdk-amd64/bin/java -XX:TieredStopAtLevel=1 -cp /home/dam/dam/repositories/servicios-y-procesos/structure/procesos-servicios-consola/target/classes:/home/dam/.m2/repository/org/springframework/boot/spring-boot/3.3.3/spring-boot-3.3.3.jar:/home/dam/.m2/repository/org/springframework/spring-context/6.1.12/spring-context-6.1.12.jar:/home/dam/.m2/repository/org/springframework/spring-aop/6.1.12/spring-aop-6.1.12.jar:/home/dam/.m2/repository/org/springframework/spring-beans/6.1.12/spring-beans-6.1.12.jar:/home/dam/.m2/repository/org/springframework/spring-expression/6.1.12/spring-expression-6.1.12.jar:/home/dam/.m2/repository/io/micrometer/micrometer-observation/1.13.3/micrometer-observation-1.13.3.jar:/home/dam/.m2/repository/io/micrometer/micrometer-commons/1.13.3/micrometer-commons-1.13.3.jar:/home/dam/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/3.3.3/spring-boot-autoconfigure-3.3.3.jar:/home/dam/.m2/repository/ch/qos/logback/logback-classic/1.5.7/logback-classic-1.5.7.jar:/home/dam/.m2/repository/ch/qos/logback/logback-core/1.5.7/logback-core-1.5.7.jar:/home/dam/.m2/repository/org/apache/logging/log4j/log4j-to-slf4j/2.23.1/log4j-to-slf4j-2.23.1.jar:/home/dam/.m2/repository/org/apache/logging/log4j/log4j-api/2.23.1/log4j-api-2.23.1.jar:/home/dam/.m2/repository/org/slf4j/jul-to-slf4j/2.0.16/jul-to-slf4j-2.0.16.jar:/home/dam/.m2/repository/jakarta/annotation/jakarta.annotation-api/2.1.1/jakarta.annotation-api-2.1.1.jar:/home/dam/.m2/repository/org/springframework/spring-core/6.1.12/spring-core-6.1.12.jar:/home/dam/.m2/repository/org/springframework/spring-jcl/6.1.12/spring-jcl-6.1.12.jar:/home/dam/.m2/repository/org/yaml/snakeyaml/2.2/snakeyaml-2.2.jar:/home/dam/.m2/repository/org/slf4j/slf4j-api/2.0.16/slf4j-api-2.0.16.jar org.formacion.procesos.ProcesosServiciosApplication
dam        72477  0.0  0.0   2804  1536 pts/0    S+   17:15   0:00 sh -c ps -aux > mis_procesos.txt
dam        72478  0.0  0.0  17928  5632 pts/0    R+   17:15   0:00 ps -aux
